product_name,product_code
"Pebbles, gravel, broken or crushed stone, of a kind commonly used for concrete aggregates, for road metalling, or for railway or other ballast; shingle and flint, whether or not heat-treated; macadam of slag, dross or similar industrial waste, whether or not incorporating the materials cited in the first part of the heading; tarred macadam; granules, chippings and powder, of stones of heading 2515 or 2516, whether or not heat-treated:",2517
"Pebbles, gravel, broken or crushed stone, of a kind commonly used for concrete aggregates, for road metalling, or for railway or other ballast, shingle and flint, whether or not heat-treated",2517.10.00
Pebbles and gravel,2517.10.00.15
"Limestone, except pebbles and gravel",2517.10.00.20
Other,2517.10.00.55
"Macadam of slag, dross or similar industrial waste, whether or not incorporating the materials cited in subheading 2517.10",2517.20.00.00
Tarred macadam,2517.30.00.00
Of marble,2517.41.00.00
Other,2517.49.00.00
"Dolomite, whether or not calcined or sintered, including dolomite roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape:",2518
"Dolomite, not calcined or sintered",2518.10.00.00
Calcined or sintered dolomite,2518.20.00.00
"Natural magnesium carbonate (magnesite); fused magnesia; dead-burned (sintered) magnesia, whether or not containing small quantities of other oxides added before sintering; other magnesium oxide, whether or not pure:",2519
Natural magnesium carbonate (magnesite),2519.10.00.00
Other:,2519.9
Fused magnesia and dead-burned (sintered) magnesia,2519.90.10.00
Caustic calcined magnesite,2519.90.20.00
Other,2519.90.50.00
"Gypsum; anhydrite; plasters (consisting of calcined gypsum or calcium sulfate) whether or not colored, with or without small quantities of accelerators or retarders:",2520
Gypsum; anhydrite,2520.10.00.00
Plasters,2520.20.00.00
"Limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of lime or cement",2521.00.00.00
"Quicklime, slaked lime and hydraulic lime, other than calcium oxide and hydroxide of heading 2825:",2522
Quicklime,2522.10.00.00
Slaked lime,2522.20.00.00
Hydraulic lime,2522.30.00.00
"Portland cement, aluminous cement, slag cement, supersulfate cement and similar hydraulic cements, whether or not colored or in the form of clinkers:",2523
Cement clinkers,2523.10.00.00
"White cement, whether or not artificially colored",2523.21.00.00
Other,2523.29.00.00
Aluminous cement,2523.30.00.00
Other hydraulic cements,2523.90.00.00
Asbestos:,2524
Crocidolite (Blue),2524.10.00.00
Other,2524.90.00
Amosite,2524.90.00.10
Crudes,2524.90.00.30
"Milled fibers, group 3 grades (spinning fibers or equivalent)",2524.90.00.40
"Milled fibers, group 4 and 5 grades",2524.90.00.45
Other,2524.90.00.55
Other,2524.90.00.60
"Mica, including splittings; mica waste:",2525
Crude mica and mica rifted into sheets or splittings,2525.10.00
Split block mica,2525.10.00.10
Mica splittings,2525.10.00.20
Other,2525.10.00.50
Mica powder,2525.20.00.00
Mica waste,2525.30.00.00
"Natural steatite, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape; talc:",2526
"Not crushed, not powdered",2526.10.00.00
Crushed or powdered,2526.20.00.00
"Natural borates and concentrates thereof (whether or not calcined), but not including borates separated from natural brine; natural boric acid containing not more than 85 percent of H<sub>3</sub>BO<sub>3</sub> calculated on the dry weight",2528.00.00
Natural sodium borates and concentrates thereof (whether or not calcined),2528.00.00.05
Natural calcium borates,2528.00.00.10
Other,2528.00.00.50
"Feldspar; leucite, nepheline and nepheline syenite; fluorspar:",2529
Feldspar,2529.10.00.00
Containing by weight 97 percent or less of calcium fluoride,2529.21.00.00
Containing by weight more than 97 percent of calcium fluoride,2529.22.00.00
Leucite; nepheline and nepheline syenite,2529.30.00
Nepheline syenite,2529.30.00.10
Other,2529.30.00.50
Mineral substances not elsewhere specified or included:,2530
"Vermiculite, perlite and chlorites, unexpanded",2530.10.00.00
"Kieserite, epsom salts (natural magnesium sulfates):",2530.2
Kieserite,2530.20.10.00
Epsom salts,2530.20.20.00
Other:,2530.9
Natural cryolite; natural chiolite,2530.90.10.00
Natural micaceous iron oxides,2530.90.20.00
Other,2530.90.80
Celestite,2530.90.80.10
Earth colors,2530.90.80.15
Other,2530.90.80.50
"Iron ores and concentrates, including roasted iron pyrites:",2601
Non-agglomerated,2601.11.00
Concentrates,2601.11.00.30
Coarse,2601.11.00.60
Other,2601.11.00.90
Agglomerated,2601.12.00
Pellets,2601.12.00.30
Briquettes,2601.12.00.60
Other,2601.12.00.90
Roasted iron pyrites,2601.20.00.00
"Manganese ores and concentrates, including ferruginous manganese ores and concentrates with a manganese content of 20 percent or more, calculated on the dry weight",2602.00.00
Containing less than 47 percent by weight of manganese,2602.00.00.40
Containing 47 percent or more by weight of manganese,2602.00.00.60
Copper ores and concentrates,2603.00.00
Copper content,2603.00.00.10
Lead content,2603.00.00.20
Zinc content,2603.00.00.30
Silver content,2603.00.00.40
Gold content,2603.00.00.50
Nickel ores and concentrates,2604.00.00
Nickel content,2604.00.00.40
Other metal content,2604.00.00.80
Cobalt ores and concentrates,2605.00.00.00
Aluminum ores and concentrates,2606.00.00
Refractory grade,2606.00.00.30
Other,2606.00.00.60
Other,2606.00.00.90
Lead ores and concentrates,2607.00.00
Copper content,2607.00.00.10
Lead content,2607.00.00.20
Zinc content,2607.00.00.30
Silver content,2607.00.00.40
Gold content,2607.00.00.50
Zinc ores and concentrates,2608.00.00
Copper content,2608.00.00.10
Lead content,2608.00.00.20
Zinc content,2608.00.00.30
Silver content,2608.00.00.40
Gold content,2608.00.00.50
Tin ores and concentrates,2609.00.00.00
Chromium ores and concentrates,2610.00.00
Having a chromium content equivalent to not more than 40 percent chromic oxide (Cr<sub>2</sub>O<sub>3</sub>),2610.00.00.20
Having a chromium content equivalent to more than 40 percent but less than 46 percent chromic oxide (Cr<sub>2</sub>O<sub>3</sub>),2610.00.00.40
Having a chromium content equivalent to 46 percent or more chromic oxide (Cr<sub>2</sub>O<sub>3</sub>),2610.00.00.60
Tungsten ores and concentrates:,2611
Ores,2611.00.30.00
Concentrates,2611.00.60.00
Uranium or thorium ores and concentrates:,2612
Uranium ores and concentrates,2612.10.00.00
Thorium ores and concentrates,2612.20.00.00
Molybdenum ores and concentrates:,2613
Roasted,2613.10.00.00
Other,2613.90.00.00
Titanium ores and concentrates:,2614
Synthetic rutile,2614.00.30.00
Other,2614.00.60
Ilmenite and ilmenite sand,2614.00.60.20
Other (including rutile and rutile sand),2614.00.60.40
"Niobium (columbium), tantalum, vanadium or zirconium ores and concentrates:",2615
Zirconium ores and concentrates,2615.10.00.00
Other:,2615.9
Synthetic tantalum-niobium (columbium) concentrates,2615.90.30.00
Other,2615.90.60
Niobium (columbium) ores and concentrates,2615.90.60.30
Tantalum ores and concentrates,2615.90.60.60
Vanadium ores and concentrates,2615.90.60.90
Precious metal ores and concentrates:,2616
Silver ores and concentrates,2616.10.00
Copper content,2616.10.00.10
Lead content,2616.10.00.20
Zinc content,2616.10.00.30
Silver content,2616.10.00.40
Gold content,2616.10.00.80
Other,2616.90.00
Copper content,2616.90.00.10
Lead content,2616.90.00.20
Zinc content,2616.90.00.30
Gold content,2616.90.00.40
Other precious metal content,2616.90.00.50
Other ores and concentrates:,2617
Antimony ores and concentrates,2617.10.00.00
Other,2617.90.00
Beryllium ores and concentrates,2617.90.00.30
Other,2617.90.00.60
Granulated slag (slag sand) from the manufacture of iron or steel,2618.00.00.00
"Slag, dross (other than granulated slag), scalings and other waste from the manufacture of iron or steel:",2619
Ferrous scale,2619.00.30.00
Other,2619.00.90.00
"Slag, ash and residues (other than from the manufacture of iron or steel), containing arsenic, metals or their compounds:",2620
Hard zinc spelter,2620.11.00.00
Other:,2620.19
Zinc dross and zinc skimmings,2620.19.30.00
Other,2620.19.60
Copper content,2620.19.60.10
Lead content,2620.19.60.20
Zinc content,2620.19.60.30
Silver content,2620.19.60.40
Gold content,2620.19.60.50
Leaded gasoline sludges and leaded anti-knock compound sludges,2620.21.00
Copper content,2620.21.00.10
Lead content,2620.21.00.20
Zinc content,2620.21.00.30
Silver content,2620.21.00.40
Gold content,2620.21.00.50
Other,2620.29.00
Copper content,2620.29.00.10
Lead content,2620.29.00.20
Zinc content,2620.29.00.30
Silver content,2620.29.00.40
Gold content,2620.29.00.50
Containing mainly copper,2620.30.00
Copper content,2620.30.00.10
Lead content,2620.30.00.20
Zinc content,2620.30.00.30
Silver content,2620.30.00.40
Gold content,2620.30.00.50
Containing mainly aluminum,2620.40.00
Vanadium bearing materials,2620.40.00.30
Other,2620.40.00.60
"Containing arsenic, mercury, thallium or their mixtures, of a kind used for the extraction of arsenic or those metalsor for the manufacture of their chemical compounds:",2620.6
Of a kind used only for the extraction of arsenic or the manufacture of its chemical compounds,2620.60.10.00
Other,2620.60.90.00
"Containing antimony, beryllium, cadmium, chromium or their mixtures",2620.91.00.00
Other:,2620.99
Containing mainly vanadium,2620.99.10.00
Containing mainly tungsten,2620.99.20.00
Materials not provided for elsewhere in this heading containing by weight over 10 percent nickel,2620.99.30.00
"Slag containing by weight over 40 percent titanium, and which if containing over 2 percent by weight of copper, lead, or zinc is not to be treated for the recovery thereof",2620.99.50.00
"Other materials which are residues not advanced in value or condition by any means, and which if containing over 2 percent by weight of copper, lead or zinc are not to be treated for the recovery thereof",2620.99.75
Vanadium bearing materials,2620.99.75.20
Other materials containing silver,2620.99.75.60
Other materials containing gold,2620.99.75.80
"Other materials that do not contain vanadium, silver or gold",2620.99.75.90
Other,2620.99.85.00
"Other slag and ash, including seaweed ash (kelp); ash and residues from the incineration of municipal waste:",2621
Ash and residues from the incineration of municipal waste,2621.10.00.00
Other,2621.90.00.00
"Coal; briquettes, ovoids and similar solid fuels manufactured from coal:",2701
Anthracite,2701.11.00.00
Bituminous coal,2701.12.00
Metallurgical coal,2701.12.00.10
Other,2701.12.00.50
Other coal,2701.19.00
Sub-bituminous coal,2701.19.00.10
Other,2701.19.00.50
"Briquettes, ovoids and similar solid fuels manufactured from coal",2701.20.00.00
"Lignite, whether or not agglomerated, excluding jet:",2702
"Lignite, whether or not pulverized, but not agglomerated",2702.10.00.00
Agglomerated lignite,2702.20.00.00
"Peat (including peat litter), whether or not agglomerated",2703.00.00.00
"Coke and semicoke of coal, of lignite or of peat, whether or not agglomerated; retort carbon",2704.00.00
"Coke larger than 100 mm (4 inches) in maximum diameter and at least 50 percent of which is retained on a 100-mm (4-inch) sieve after drop shatter testing pursuant to ASTM D 3038, of a kind used in foundries",2704.00.00.11
Other,2704.00.00.25
Other,2704.00.00.50
"Coal gas, water gas, producer gas and similar gases, other than petroleum gases and other gaseous hydrocarbons",2705.00.00.00
"Tar distilled from coal, from lignite or from peat, and other mineral tars, whether or not dehydrated or partially distilled, including reconstituted tars",2706.00.00.00
Oils and other products of the distillation of high temperature coal tar; similar products in which the weight of the aromatic constituents exceeds that of the nonaromatic constituents:,2707
Benzene,2707.10.00.00
Toluene,2707.20.00.00
Xylenes,2707.30.00
m-Xylene,2707.30.00.10
o-Xylene,2707.30.00.20
p-Xylene,2707.30.00.30
Other,2707.30.00.40
Naphthalene,2707.40.00.00
Other aromatic hydrocarbon mixtures of which 65 percent or more by volume (including losses) distills at 250?C by the ISO 3405 method (equivalent to the ASTM D 86 method),2707.50.00.00
Creosote oils,2707.91.00.00
Other:,2707.99
Light oil,2707.99.10.00
Picolines,2707.99.20.00
Carbazole having a purity of 65 percent or more by weight,2707.99.40.00
Containing more than 50 percent by weight of hydroxybenzene,2707.99.51.00
"Metacresol, orthocresol, paracresol and metaparacresol, all the foregoing having a purity of 75 percent or more by weight",2707.99.55.00
Other,2707.99.59.00
Other,2707.99.90
Carbon black feedstocks,2707.99.90.10
Other,2707.99.90.90
"Pitch and pitch coke, obtained from coal tar or from other mineral tars:",2708
Pitch,2708.10.00.00
Pitch coke,2708.20.00.00
"Petroleum oils and oils obtained from bituminous minerals, crude:",2709
Testing under 25 degrees A.P.I.,2709.00.10.00
Testing 25 degrees A.P.I. or more,2709.00.20
Condensate derived wholly from natural gas,2709.00.20.10
Other,2709.00.20.90
"Petroleum oils and oils obtained from bituminous minerals, other than crude; preparations not elsewhere specified or included, containing by weight 70 percent or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations; waste oils:",2710
Light oils and preparations:,2710.12
Motor fuel,2710.12.15
Leaded,2710.12.15.10
Reformulated,2710.12.15.14
Other,2710.12.15.19
"Jet fuel, naphtha-type",2710.12.15.20
Other,2710.12.15.50
Motor fuel blending stock,2710.12.18
Reformulated blendstock for oxygenate blending (RBOB),2710.12.18.05
Other,2710.12.18.90
Naphthas (except motor fuel or motor fuel blending stock),2710.12.25.00
"Mixtures of hydrocarbons not elsewhere specified or included, which contain by weight not over 50 percent of any single hydrocarbon compound",2710.12.45
Insulating or transformer oils,2710.12.45.45
"Renewable fuels blends containing not less than 51 percent by volume of biofuel, as described in statistical note 1 to this chapter",2710.12.45.60
Other,2710.12.45.95
Other,2710.12.90.00
Other:,2710.19
Testing under 25 degrees A.P.I.,2710.19.06
Containing not more than 500 ppm of sulfur,2710.19.06.05
Containing more than 500 ppm of sulfur,2710.19.06.15
Fuel oil No. 5,2710.19.06.25
Fuel oil No. 6,2710.19.06.30
Other,2710.19.06.35
Other,2710.19.06.50
Testing 25 degrees A.P.I. or more,2710.19.11
Containing not more than 15 ppm of sulfur,2710.19.11.02
Containing more than 15 ppm but not more than 500 ppm of sulfur,2710.19.11.03
Containing more than 500 ppm of sulfur,2710.19.11.04
Containing not more than 15 ppm of sulfur,2710.19.11.05
Containing more than 15 ppm but not more than 500 ppm of sulfur,2710.19.11.07
Containing more than 500 ppm of sulfur,2710.19.11.08
Containing not more than 15 ppm of sulfur,2710.19.11.11
Containing more than 15 ppm but not more than 500 ppm of sulfur,2710.19.11.13
Containing more than 500 ppm of sulfur,2710.19.11.14
Containing not more than 500 ppm of sulfur,2710.19.11.15
Containing more than 500 ppm of sulfur,2710.19.11.25
Having a Saybolt Universal viscosity at 37.8?C of more than 125 seconds (heavy fuel oils),2710.19.11.50
